price,square,apartment_type,apartment_floor,total_floors,adress,metro_station,distance_to_station
19460000,"75,4",3-к. квартира,12,16,"ул. Михайлова, 30Ак1",Окская,0.8
38106000,"97,2",3-к. квартира,8,42,"Багратионовский пр., 5",Фили,0.5
22300000,80,3-к. квартира,14,16,"Совхозная ул., 8Б",Люблино,0.9
25500000,68,3-к. квартира,5,5,"Смоленская-Сенная пл., 27с7",Смоленская,0.5
8416896,42,2-к. квартира,15,17,"п. Десёновское, ш. Калужское, вл. 52Б, стр. 11",,
521376580,363,5-к. квартира,9,11,"1-й Неопалимовский пер., 8",Смоленская,0.9
24200000,"119,6",4-к. квартира,15,17,"пос. Коммунарка, жилой комплекс Бунинские Луга, корп. 2.1",Коммунарка,1.8
7768116,"42,3",2-к. квартира,14,27,"Пятницкое ш., Сити-комплекс «Перец»",Пятницкое шоссе,0.9
15100000,56,2-к. квартира,2,5,"пр-т Маршала Жукова, 17к1",Народное Ополчение,0.4
11300000,32,1-к. квартира,3,5,"Планетная ул., 14",Аэропорт,1.1
12500000,43,2-к. квартира,3,5,"Кутузовский пр-т, 59",Славянский бульвар,0.9
8790000,32,1-к. квартира,5,5,"Большая Черкизовская ул., 12к2",Преображенская площадь,0.6
3250000,"11,7",Квартира-студия,1,9,"Новоясеневский пр-т, 21к1",Новоясеневская,0.2
12016902,"36,6",1-к. квартира,8,33,"Очаковское ш., стр. 2.4",Аминьевская,0.3
8789424,"25,9",Квартира-студия,7,12,"ш. Волоколамское, корп. 12",Спартак,0.7
6180000,40,1-к. квартира,7,9,"пос. Сосенское, дер. Столбово, кв. 195, д. 1, корп. 2",Коммунарка,2.4
10206075,"44,5",1-к. квартира,12,12,"пос. Сосенское, квартал No 195, д. 16, корп. 1",Коммунарка,2.3
12024480,"56,4",2-к. квартира,4,9,"пос. Сосенское, дер. Столбово, стр. 12",Коммунарка,1.9
9127410,"40,2",2-к. квартира,4,14,"пос. Сосенское, дер. Столбово, стр. 12",Коммунарка,1.9
4550000,19,Квартира-студия,2,17,"Покровская ул., 17к4",Некрасовка,0.4
12300000,30,1-к. квартира,5,8,"ул. Серпуховский Вал, 22к1",Шаболовская,0.8
435000000,224,3-к. квартира,2,5,"Пречистенская наб., 5",Парк культуры,0.4
13000000,42,2-к. квартира,3,14,"Керченская ул., 1к2",Зюзино,0.7
16987483,"86,8",3-к. квартира,18,21,"ул. Бартеневская, стр. 1.2",Бунинская аллея,1.0
161860192,"105,8",2-к. апартаменты,2,5,"Никольская ул., 10/2с2Б",Лубянка,0.2
5340000,"31,7",1-к. квартира,3,9,"Октябрьская ул., 91к4",Марьина Роща,0.6
19500000,47,1-к. квартира,14,14,"ул. Архитектора Щусева, 1",ЗИЛ,0.8
15720000,72,2-к. квартира,3,15,"вблизи Мякининской поймы, стр. 2.1",Мякинино,3.3
40575000,"109,9",3-к. квартира,4,22,"пр-т Андропова, вл. 9/1",Технопарк,0.4
10835535,"39,1",1-к. апартаменты,11,21,"Скотопрогонная ул., 31",Волгоградский проспект,0.7
18772989,"63,9",2-к. квартира,9,24,"ул. Барклая, вл. 6, 6Т, стр. 5",Багратионовская,0.6
8132285,"46,6",2-к. квартира,10,27,"Пятницкое ш., Сити-комплекс «Перец»",Пятницкое шоссе,0.9
12800000,63,3-к. квартира,8,12,"ул. 800-летия Москвы, 2к1",Селигерская,1.5
59000000,168,4-к. квартира,9,17,"Тихвинская ул., 39",Савёловская,0.7
72790000,105,3-к. квартира,10,18,"ул. 2-я Звенигородская, д. 11",Улица 1905 года,0.5
9450000,"38,5",1-к. квартира,2,16,"ул. Лавриненко, 5",Некрасовка,1.1
5574407,"17,8",Апартаменты-студия,8,21,"Автомобильный пр., 4",Волгоградский проспект,0.9
11500000,"39,5",1-к. квартира,12,17,"15-я Парковая ул., 42к5",Щёлковская,1.7
7900000,45,2-к. квартира,7,9,"пос. Поведники, 6",,
6490000,"38,2",Апартаменты-студия,5,6,"ул. Петра Романова, 7с1",Кожуховская,0.3
6661040,20,Квартира-студия,15,33,"ул. Амурская, стр. 2",Локомотив,0.5
5200000,24,Квартира-студия,2,11,"6-я Радиальная ул., 3к3",Царицыно,1.6
18870470,55,2-к. квартира,13,26,"наб. Нагатинская, вл. 10А, корп. C",Нагатинская,0.9
3950000,"11,5",Квартира-студия,1,9,"3-й Новоподмосковный пер., 6",Войковская,1.0
30450000,"97,5",3-к. квартира,2,8,"ул. Красных Зорь, вл33А",Кунцевская,1.2
16016233,"78,2",3-к. квартира,2,15,"п. Сосенское, дер. Николо-Хованское, кв-л 26, жилые дома",Прокшино,0.7
47000000,"105,7",4-к. квартира,2,6,"Малый Николопесковский пер., 6",Арбатская,0.7
42500000,162,5-к. квартира,7,16,"2-я Владимирская ул., 45",Перово,0.2
4290000,"19,7",Апартаменты-студия,5,6,"ул. Петра Романова, 7с1",Кожуховская,0.3
13540000,"56,1",2-к. квартира,2,22,"Дмитровское ш., 64к4",Верхние Лихоборы,0.2
12810000,"51,3",2-к. квартира,4,17,"Лухмановская ул., 17",Лухмановская,1.5
8690000,45,Апартаменты-студия,3,4,"Автозаводская ул., 23с928",ЗИЛ,0.7
26633061,"100,8",3-к. квартира,19,23,"2-й Котляковский пер., д. 4, корп. 1",Варшавская,0.7
12433716,"64,4",2-к. квартира,16,21,"пос. Московский, стр. 1",Филатов луг,2.6
17000000,"55,1",2-к. квартира,14,14,"Волочаевская ул., 15",Площадь Ильича,0.5
13000000,"37,9",1-к. квартира,14,17,"Кунцевская ул., 4к1",Молодёжная,1.1
5700000,"31,1",Квартира-студия,2,45,"Михневская ул., 8",Царицыно,4.6
15561395,"42,8",1-к. квартира,8,24,"ул. Барклая, вл. 6, 6Т, стр. 5",Багратионовская,0.6
37800000,"108,1",3-к. квартира,5,15,"ул. Мастеркова, 1",Автозаводская,0.4
9889334,"40,2",2-к. квартира,10,15,"п. Сосенское, дер. Николо-Хованское, кв-л 26, жилые дома",Прокшино,0.7
66000000,"123,9",4-к. квартира,4,8,"ул. Хавская, д. 24",Шаболовская,0.7
8132285,"46,6",2-к. квартира,10,27,"Пятницкое ш., Сити-комплекс «Перец»",Пятницкое шоссе,0.9
12800000,63,3-к. квартира,8,12,"ул. 800-летия Москвы, 2к1",Селигерская,1.5
59000000,168,4-к. квартира,9,17,"Тихвинская ул., 39",Савёловская,0.7
72790000,105,3-к. квартира,10,18,"ул. 2-я Звенигородская, д. 11",Улица 1905 года,0.5
9450000,"38,5",1-к. квартира,2,16,"ул. Лавриненко, 5",Некрасовка,1.1
5574407,"17,8",Апартаменты-студия,8,21,"Автомобильный пр., 4",Волгоградский проспект,0.9
11500000,"39,5",1-к. квартира,12,17,"15-я Парковая ул., 42к5",Щёлковская,1.7
7900000,45,2-к. квартира,7,9,"пос. Поведники, 6",,
6490000,"38,2",Апартаменты-студия,5,6,"ул. Петра Романова, 7с1",Кожуховская,0.3
6661040,20,Квартира-студия,15,33,"ул. Амурская, стр. 2",Локомотив,0.5
5200000,24,Квартира-студия,2,11,"6-я Радиальная ул., 3к3",Царицыно,1.6
15211702,"76,5",3-к. квартира,12,16,"п. Сосенское, дер. Николо-Хованское, кв-л 26, д. 4",Прокшино,0.8
18870470,55,2-к. квартира,13,26,"наб. Нагатинская, вл. 10А, корп. C",Нагатинская,0.9
3950000,"11,5",Квартира-студия,1,9,"3-й Новоподмосковный пер., 6",Войковская,1.0
30450000,"97,5",3-к. квартира,2,8,"ул. Красных Зорь, вл33А",Кунцевская,1.2
16016233,"78,2",3-к. квартира,2,15,"п. Сосенское, дер. Николо-Хованское, кв-л 26, жилые дома",Прокшино,0.7
47000000,"105,7",4-к. квартира,2,6,"Малый Николопесковский пер., 6",Арбатская,0.7
42500000,162,5-к. квартира,7,16,"2-я Владимирская ул., 45",Перово,0.2
4290000,"19,7",Апартаменты-студия,5,6,"ул. Петра Романова, 7с1",Кожуховская,0.3
5892989,17,Апартаменты-студия,14,21,"пр-д Автомобильный, вл. 4",Волгоградский проспект,0.8
13540000,"56,1",2-к. квартира,2,22,"Дмитровское ш., 64к4",Верхние Лихоборы,0.2
12810000,"51,3",2-к. квартира,4,17,"Лухмановская ул., 17",Лухмановская,1.5
8690000,45,Апартаменты-студия,3,4,"Автозаводская ул., 23с928",ЗИЛ,0.7
26633061,"100,8",3-к. квартира,19,23,"2-й Котляковский пер., д. 4, корп. 1",Варшавская,0.7
12433716,"64,4",2-к. квартира,16,21,"пос. Московский, стр. 1",Филатов луг,2.6
17000000,"55,1",2-к. квартира,14,14,"Волочаевская ул., 15",Площадь Ильича,0.5
13000000,"37,9",1-к. квартира,14,17,"Кунцевская ул., 4к1",Молодёжная,1.1
5700000,"31,1",Квартира-студия,2,45,"Михневская ул., 8",Царицыно,4.6
15561395,"42,8",1-к. квартира,8,24,"ул. Барклая, вл. 6, 6Т, стр. 5",Багратионовская,0.6
37800000,"108,1",3-к. квартира,5,15,"ул. Мастеркова, 1",Автозаводская,0.4
9889334,"40,2",2-к. квартира,10,15,"п. Сосенское, дер. Николо-Хованское, кв-л 26, жилые дома",Прокшино,0.7
66000000,"123,9",4-к. квартира,4,8,"ул. Хавская, д. 24",Шаболовская,0.7
14744330,"85,3",3-к. квартира,9,21,"пос. Московский, стр. 1",Филатов луг,2.6
14500000,"53,8",2-к. квартира,2,16,"Новоясеневский пр-т, 38к1",Новоясеневская,0.5
6926910,"21,8",Квартира-студия,4,33,"ш. Открытое, вл. 18/1, корп. 1.4",Бульвар Рокоссовского,0.8
