price,square,apartment_type,apartment_floor,total_floors,adress,metro_station,distance_to_station
8976860,"46,1",1-к. квартира,1,13,"п. Внуковское, дер. Рассказовка, уч. 13/2",Рассказовка,1.1
25603082,"97,1",3-к. квартира,2,28,"ул. Автозаводская, вл. 23/66",Нагатинская,1.1
20000000,74,3-к. квартира,11,14,"ул. Верхние Поля, 18",Братиславская,0.6
13390000,"57,2",3-к. квартира,1,9,"4-й Вятский пер., 27",Дмитровская,1.0
5892989,17,Апартаменты-студия,14,21,"пр-д Автомобильный, вл. 4",Волгоградский проспект,0.8
11138316,"24,7",Квартира-студия,24,24,"ул. Барклая, вл. 6, 6Т, стр. 5",Багратионовская,0.6
7121430,"20,1",Квартира-студия,15,33,"ул. Озёрная, стр. 2.3",Озёрная,0.7
5186700,"23,8",Квартира-студия,21,32,"жилой комплекс Митинский Лес, стр. 1.4",Пятницкое шоссе,1.5
10200000,39,1-к. квартира,2,22,"Перервинский б-р, 1",Братиславская,1.0
8204170,"28,3",Апартаменты-студия,24,28,"ш. Волоколамское , вл. 24, корп. 3-5",Стрешнево,0.2
5009400,20,Квартира-студия,15,32,"жилой комплекс Митинский Лес, стр. 1.3",Пятницкое шоссе,1.5
6100007,"27,4",1-к. квартира,5,15,"п. Десёновское, ш. Калужское, вл. 52Б, стр. 12",,
33000000,"131,5",1-к. квартира,12,12,"Дмитровское ш., 13",Тимирязевская,0.4
16700000,"62,8",3-к. квартира,12,14,"Чертановская ул., 45к1",Пражская,0.9
10500000,"28,4",Апартаменты-студия,14,21,"ул. Зорге, вл. 9, корп. 3",Хорошёво,0.7
18000000,"53,4",2-к. квартира,15,17,"ул. Полины Осипенко, 16",ЦСКА,0.7
17928812,"92,7",3-к. квартира,2,15,"дер. Николо-Хованское, д. 5",Прокшино,0.9
11900000,"45,8",2-к. квартира,6,9,"Новороссийская ул., 14",Люблино,0.3
7963280,"40,3",1-к. квартира,4,25,"г. Зеленоград, Георгиевский пр-т, стр. 1.2",,
57000000,103,3-к. квартира,9,16,"Мантулинская ул., 9к4",Выставочная,0.6
16900000,35,1-к. квартира,8,28,"Винницкая ул., 8к4",Раменки,0.4
14705510,"37,6",1-к. квартира,2,25,"ул. Академика Челомея/Старокалужское ш., стр. 1",Воронцовская,0.5
3200000,12,Квартира-студия,1,9,"ул. Красный Казанец, 1к2",Рязанский проспект,0.9
12242688,"48,6",2-к. квартира,23,33,"ш. Открытое, вл. 18/1, корп. 1.1",Бульвар Рокоссовского,0.8
7200000,"18,1",Квартира-студия,4,9,"Балтийская ул., 6к2",Сокол,0.4
30911500,"105,5",4-к. квартира,5,25,"Хорошевское ш., стр. 4",Беговая,0.5
34144942,"127,5",4-к. квартира,12,30,"ул. Петра Алексеева, вл. 12, корп. 6",Давыдково,1.2
31500000,"90,3",3-к. квартира,14,23,"Веерная ул., 4к2",Минская,1.5
12353144,"48,7",2-к. квартира,18,33,"ул. Амурская, стр. 2",Локомотив,0.5
15820080,"69,6",2-к. квартира,2,8,"п. Сосенское, д. Бачурино, д. 5",Бунинская аллея,2.0
4150000,"13,4",Квартира-студия,1,9,"ул. Василисы Кожиной, 6к1",Багратионовская,0.8
10239320,"36,4",2-к. квартира,24,33,"ул. Озёрная, стр. 2.3",Озёрная,0.7
14400000,41,1-к. квартира,11,30,"Волгоградский пр-т, 32/3к6",Угрешская,0.4
9855138,"36,5",1-к. квартира,11,33,"ш. Открытое, вл. 18/1, корп. 1.1",Бульвар Рокоссовского,0.8
36463350,"84,7",3-к. квартира,31,42,"пр-д Багратионовский, стр. 2",Фили,0.3
11652000,"28,6",Апартаменты-студия,17,20,"ул. Зорге, вл. 9, корп. 3",Хорошёво,0.7
10560083,"49,7",2-к. квартира,12,22,"ул. Бартеневская, стр. 1.4",Бунинская аллея,1.0
5300000,25,Квартира-студия,2,12,"ул. Авиаконструктора Миля, 14",Жулебино,0.2
6990000,23,Апартаменты-студия,7,22,"ул. Дегунинская, вл. 5А",Селигерская,0.8
71500000,"192,5",3-к. апартаменты,44,75,"Пресненская наб., 8с1",Деловой центр,0.3
13964362,"72,2",2-к. квартира,22,25,"п. Внуковское, тер. ТПУ «Рассказовка», з/у 13/9А, стр. 3",Рассказовка,0.7
20098448,"63,5",2-к. квартира,21,24,"ул. Барклая, вл. 6, 6Т, стр. 5",Багратионовская,0.6
60000000,"160,9",4-к. квартира,47,47,"Новодмитровская ул., 2к1",Дмитровская,0.6
16853060,"59,3",2-к. квартира,20,32,"Кронштадтский бульвар, вл. 9, стр. 1.5, 1.6",Водный стадион,0.4
4200000,17,Квартира-студия,2,12,"ул. Авиаконструктора Миля, 14",Жулебино,0.2
5049880,"18,4",1-к. квартира,10,10,"пос. Сосенское, дер. Столбово, стр. 17",Коммунарка,2.0
13777222,"45,1",2-к. квартира,2,23,"2-й Котляковский пер., д. 4, корп. 2",Варшавская,0.8
21500000,40,2-к. квартира,20,25,"Береговой пр., 5Ак6",Шелепиха,1.0
11950000,60,2-к. квартира,4,13,"ул. Александры Монаховой, 105к2",Бунинская аллея,1.4
12640500,"37,5",1-к. квартира,18,33,"ул. Руставели, вл. 14/3, корп. 1, стр. 1.2",Бутырская,0.3
38500000,109,3-к. квартира,6,6,"Уланский пер., 14кА",Сретенский бульвар,0.3
51500036,92,2-к. апартаменты,53,83,"1-й Красногвардейский пр., 21с1",Международная,0.2
14200000,61,2-к. квартира,5,10,"ул. Адмирала Лазарева, 52",Бунинская аллея,0.6
7298869,"35,8",1-к. квартира,3,7,"п. Филимонковское, дер. Староселье, стр. 7",,
8210361,"25,6",Апартаменты-студия,15,21,"ул. Сокольнический Вал, вл. 1Д",Рижская,1.1
9588113,"28,1",Квартира-студия,4,24,"ш. Волоколамское, корп. 11",Спартак,0.8
67000000,"83,6",2-к. апартаменты,36,79,"1-й Красногвардейский пр., 22с1",Международная,0.3
23024000,80,3-к. апартаменты,3,4,"Павелецкая наб., стр. 3.2",Автозаводская,0.7
173999999,"266,7",7-к. квартира,9,11,"Ружейный пер., 3",Смоленская,0.7
13199000,43,1-к. квартира,2,9,"б-р Андрея Тарковского, 6",Рассказовка,0.9
13722886,"67,5",2-к. квартира,2,16,"п. Сосенское, пос. Коммунарка, Скандинавский б-р, д. 5, корп. 1",Коммунарка,2.0
13851775,"44,5",2-к. квартира,8,13,"2-й Котляковский пер., вл. 1/1",Варшавская,0.9
65000000,"128,5",4-к. апартаменты,7,13,"Ленинградский пр-т, 35с2",Петровский парк,0.4
17166500,"72,3",2-к. квартира,25,33,"ул. Лобненская, 13к3",Селигерская,2.7
13895470,"44,5",2-к. квартира,9,13,"2-й Котляковский пер., вл. 1/1",Варшавская,0.9
8600000,"36,2",1-к. квартира,5,17,"пос. Коммунарка, ул. Александры Монаховой, 90к4",Коммунарка,2.0
10632960,24,Квартира-студия,12,24,"ул. Барклая, вл. 6, 6Т, стр. 4",Багратионовская,0.6
13383093,"61,2",2-к. квартира,5,17,"п. Сосенское, корп. 3.1.2",Бунинская аллея,1.9
19600000,72,3-к. квартира,4,5,"Хорошёвское ш., 23к2",Хорошёвская,0.5
4457700,"19,7",Квартира-студия,5,11,"г. Зеленоград, Георгиевский пр-т, стр. 1.4",,
13617444,"33,6",1-к. квартира,3,26,"наб. Нагатинская, вл. 10А, корп. C",Нагатинская,0.9
3900000,16,Квартира-студия,1,17,"пр-т Защитников Москвы, 3к1",Некрасовка,0.9
3900000,16,Квартира-студия,1,17,"пр-т Защитников Москвы, 3к1",Некрасовка,0.9
198116875,"288,3",6-к. квартира,31,53,"Мосфильмовская ул., 8",Парк Победы,1.6
9130000,"51,7",2-к. квартира,12,17,"Дубнинская ул., 53к2",Селигерская,1.0
130000000,113,2-к. апартаменты,66,77,"1-й Красногвардейский пр., 22с2",Международная,0.4
38000000,82,2-к. квартира,10,12,"ул. Академика Королёва, 10",ВДНХ,1.3
16999990,"62,5",3-к. квартира,6,20,"1-й Грайвороновский пр., 1",Новохохловская,0.8
42900000,"139,8",4-к. квартира,6,18,"ул. Маршала Тимошенко, 17к1",Молодёжная,1.5
10529508,"74,8",3-к. квартира,1,9,"п. Филимонковское, дер. Староселье, стр. 5",,
3200000,11,Квартира-студия,1,12,"Россошанская ул., 7к1",Улица академика Янгеля,0.6
14270200,"73,3",2-к. апартаменты,14,28,"ул. Флотская, д. 7, корп. 4",Речной вокзал,1.4
48040092,102,4-к. квартира,19,28,"ул. Восточная, вл. 4А/1, корп. 8",Автозаводская,1.3
29900000,54,1-к. квартира,11,23,"ул. Наметкина, д. 18",Зюзино,1.0
145000000,200,5-к. квартира,7,39,"Минская ул., 2",Минская,1.0
9447807,"29,7",Квартира-студия,16,33,"ул. Руставели, вл. 14/3, корп. 1, стр. 1.2",Бутырская,0.3
41900000,70,1-к. квартира,5,18,"ул. 2-я Звенигородская, д. 11",Улица 1905 года,0.5
26030000,"79,7",2-к. квартира,2,20,"ул. Паршина, 10",Щукинская,2.1
55000000,"88,7",3-к. квартира,14,18,"ул. Шаболовка, 23к5",Шаболовская,0.5
10518618,"46,3",2-к. квартира,15,15,"п. Сосенское, пос. Коммунарка, ул. Потаповская Роща, д. 20, корп. 2",Бунинская аллея,1.7
65000000,"147,3",4-к. квартира,5,5,"Ельнинская ул., 15к3",Молодёжная,0.3
4300000,16,Квартира-студия,1,17,"Братеевская ул., 10к3",Алма-Атинская,0.4
17681005,"86,8",3-к. квартира,20,20,"ул. Бартеневская, стр. 1.1",Бунинская аллея,1.0
9100000,32,1-к. квартира,5,9,"Беломорская ул., 7к1",Беломорская,0.3
14000000,57,2-к. квартира,2,5,"ул. Герасима Курина, 4к1",Филёвский парк,0.7
9594791,"37,9",1-к. квартира,16,16,"п. Сосенское, д. Бачурино, д. 8",Улица Горчакова,2.3
3520000,12,Квартира-студия,1,9,"Туристская ул., 18",Планерная,1.0
4190000,"19,1",Апартаменты-студия,5,6,"ул. Петра Романова, 7с1",Кожуховская,0.3
19088098,"88,1",3-к. квартира,14,33,"ул. Амурская, стр. 2",Локомотив,0.5
4606000,"20,4",Апартаменты-студия,21,27,"Пятницкое ш., вл58",Пятницкое шоссе,0.8
12550000,59,2-к. квартира,12,17,"ул. Вертолётчиков, 4к4",Некрасовка,1.0
12506654,"53,1",2-к. квартира,8,15,"п. Сосенское, дер. Николо-Хованское, ул. Николо-Хованская/Сервантеса/б-р Веласкеса, жилые дома",Прокшино,1.3
39840000,"54,4",1-к. квартира,51,85,"1-й Красногвардейский пр., 21с2",Международная,0.1
12100000,"48,3",1-к. квартира,19,22,"ул. Борисовские Пруды, 7к2",Борисово,1.8
12679215,"58,6",2-к. квартира,13,16,"п. Сосенское, пос. Коммунарка, Скандинавский б-р, д. 5, корп. 1",Коммунарка,2.0
13952329,"70,3",3-к. квартира,4,15,"п. Сосенское, дер. Николо-Хованское, кв-л 26, жилые дома",Прокшино,0.7
62700000,"153,6",5-к. квартира,46,52,"Мичуринский пр-т, 56",Мичуринский проспект,0.7
12322171,"48,7",2-к. квартира,8,33,"ул. Амурская, стр. 2",Локомотив,0.5
18405267,"58,7",2-к. квартира,29,33,"2-й Нагатинский пр-д , вл. 2/2",Коломенская,1.4
24688990,"98,1",3-к. квартира,12,13,"2-й Котляковский пер., вл. 1/1",Варшавская,0.9
3200000,12,Квартира-студия,1,9,"Сумской пр., 5к2",Чертановская,0.9
5750000,"23,7",Квартира-студия,1,9,"3-й Новоподмосковный пер., 6",Войковская,1.0
36673756,"98,4",3-к. квартира,23,39,"ул. Лобачевского , вл. 120",Аминьевская,0.3
17309554,87,3-к. квартира,2,21,"ул. Бартеневская, стр. 1.2",Бунинская аллея,1.0
3799000,"16,5",Квартира-студия,1,12,"Россошанская ул., 7к1",Улица академика Янгеля,0.6
10651410,"52,2",2-к. квартира,8,18,"п. Сосенское, корп. 3.1.1",Коммунарка,1.9
12480000,"57,2",2-к. квартира,4,19,"ул. 6-я Радиальная, вл. 7, корп. 25",Царицыно,2.1
10230000,"50,7",2-к. квартира,6,16,"Севастопольский пр-т, 14к2",Крымская,0.5
62000000,"103,3",4-к. квартира,3,6,"Тверская ул., 29к1",Маяковская,0.2
12300000,68,2-к. квартира,7,17,"Авиамоторная ул., 4к1",Лефортово,0.7
12258000,20,1-к. апартаменты,2,6,"ул. Солянка, 1/2с1",Китай-город,0.5
21340700,"69,8",3-к. квартира,3,12,"ул. Складочная, вл. 6, корп. 8",Савёловская,1.0
10248960,"57,3",2-к. квартира,7,9,"Малая Ботаническая ул., 1",Фонвизинская,1.1
6045859,17,Апартаменты-студия,17,21,"пр-д Автомобильный, вл. 4",Волгоградский проспект,0.8
13990000,"57,2",3-к. квартира,5,9,"Судостроительная ул., 49к3",Технопарк,1.7
19700000,54,2-к. квартира,10,17,"Большая Марфинская ул., 4к3",Фонвизинская,0.7
100000000,180,5-к. квартира,4,17,"Слесарный пер., 3",Проспект Мира,0.3
14924602,79,3-к. квартира,4,13,"п. Внуковское, дер. Рассказовка, уч. 13/2",Рассказовка,1.1
12600000,"44,7",2-к. квартира,2,5,"Родниковая ул., 4",Боровское шоссе,1.2
23574780,"58,6",2-к. квартира,17,20,"жилой комплекс Западный Порт, корп. 4",Фили,0.3
13206927,54,2-к. квартира,7,15,"п. Сосенское, дер. Николо-Хованское, кв-л 26, жилые дома",Прокшино,0.7
21897424,"87,4",3-к. апартаменты,11,23,"пр-т Нахимовский, вл. 31, корп. 2",Профсоюзная,1.5
13418550,"44,8",2-к. апартаменты,24,25,"ш. Волоколамское, вл. 81, корп. 2",Тушинская,1.6
9278391,"34,2",1-к. квартира,7,15,"п. Сосенское, дер. Николо-Хованское, ул. Николо-Хованская/Сервантеса/б-р Веласкеса, жилые дома",Прокшино,1.3
4100000,18,Квартира-студия,2,17,"Рождественская ул., 4",Некрасовка,1.0
10915774,"33,5",Квартира-студия,14,32,"ул. Руставели, вл. 14/3, корп. 1, стр. 1.1",Бутырская,0.2
8204210,"21,2",Квартира-студия,13,18,"п. Сосенское, дер. Николо-Хованское, кв-л 26, д. 3, корп. 3",Прокшино,0.6
172417381,224,4-к. квартира,9,19,"Резервный пр., 4",Студенческая,0.3
10347713,"47,6",2-к. квартира,12,16,"дер. Николо-Хованское, д. 6",Прокшино,0.7
13400000,38,1-к. квартира,11,17,"ул. Воронцовские Пруды, 5",Воронцовская,0.6
14440310,"72,2",3-к. квартира,2,9,"дер. Николо-Хованское, д. 5",Прокшино,0.9
17200000,57,3-к. квартира,7,8,"ул. Трофимова, 13",Автозаводская,0.9
13000000,"24,7",Апартаменты-студия,2,3,"ул. Сретенка, 24/2с1",Сухаревская,0.3
16950000,52,3-к. квартира,3,9,"2-я Сокольническая ул., 1",Сокольники,0.4
42500000,115,3-к. квартира,31,48,"Ленинский пр-т, 111к1",Новаторская,1.2
11900000,"52,2",2-к. квартира,12,12,"Ставропольская ул., 56к1",Люблино,0.8
7176650,"30,5",1-к. квартира,14,14,"пос. Сосенское, дер. Столбово, стр. 12",Коммунарка,1.9
12900000,60,3-к. квартира,8,9,"ул. Красный Казанец, 3к1",Рязанский проспект,0.9
19914189,"71,8",3-к. квартира,18,23,"Каширский пр-д, д. 25а",Варшавская,0.5
18300000,"49,3",2-к. квартира,8,20,"Кастанаевская ул., 45к2",Славянский бульвар,0.5
5939610,"21,8",Квартира-студия,14,22,"ул. Бартеневская, стр. 1.4",Бунинская аллея,1.0
4150000,18,Квартира-студия,1,17,"Лукинская ул., 5",Новопеределкино,1.0
10885201,"38,6",1-к. апартаменты,17,21,"ул. Сокольнический Вал, вл. 1Д",Рижская,1.1
167000000,168,3-к. квартира,11,11,3-я Тверская-Ямская ул.,Маяковская,0.2
16000000,"27,5",1-к. апартаменты,2,9,"Кутузовский пр-т, 30",Кутузовская,0.2
11000000,28,Квартира-студия,3,15,"ул. Автозаводская, вл. 23",ЗИЛ,1.1
95000000,"135,6",5-к. квартира,7,8,"Тверская ул., 8к1",Тверская,0.3
18300000,"47,5",1-к. квартира,2,14,"Малая Филёвская ул., 38",Кунцевская,0.6
7943958,"19,8",Квартира-студия,29,33,"ул. Руставели, д. 8",Бутырская,0.4
24978690,"65,8",2-к. квартира,9,55,"ул. 4-я Марьиной Рощи, вл. 12/1",Марьина Роща,0.7
15513605,"79,7",3-к. квартира,5,14,"пос. Сосенское, квартал No 195, д. 16, корп. 1",Коммунарка,2.3
128398710,142,3-к. квартира,4,7,"1-й Зачатьевский пер., 5",Кропоткинская,0.6
21036320,76,3-к. квартира,16,52,"Волоколамское ш., стр. 1",Мякинино,1.4
14300000,50,2-к. квартира,1,17,"Ялтинская ул., 12",Чертановская,0.8
19076190,"93,1",3-к. квартира,12,33,"жилой комплекс Сигнальный 16, к1/3",Владыкино,0.9
5100000,16,Апартаменты-студия,1,8,"ул. Марии Ульяновой, 14",Проспект Вернадского,1.3
24961864,"104,9",3-к. апартаменты,11,18,"пр-т Нахимовский, вл. 31, корп. 3",Профсоюзная,1.4
10650000,"32,5",1-к. квартира,6,9,"Бескудниковский б-р, 32к4",Селигерская,0.8
26823414,"107,8",5-к. квартира,5,13,"2-й Котляковский пер., вл. 1/1",Варшавская,0.9
16300000,"59,2",2-к. квартира,13,19,"Западный административный округ, район Солнцево",Солнцево,0.6
15500000,"72,6",3-к. квартира,10,12,"Привольная ул., 75к1",Котельники,0.6
26823414,"107,8",5-к. квартира,5,13,"2-й Котляковский пер., вл. 1/1",Варшавская,0.9
16300000,"59,2",2-к. квартира,13,19,"Западный административный округ, район Солнцево",Солнцево,0.6
15500000,"72,6",3-к. квартира,10,12,"Привольная ул., 75к1",Котельники,0.6
8076885,"23,7",Апартаменты-студия,10,21,"ул. Сокольнический Вал, вл. 1Д",Рижская,1.1
37000000,85,3-к. квартира,6,8,"1-я Тверская-Ямская ул., 13с1",Белорусская,0.5
16188480,"40,3",1-к. квартира,2,44,"ул. 4-я Марьиной Рощи, вл. 12/1",Марьина Роща,0.7
3800000,"14,8",Апартаменты-студия,3,7,"Волгоградский пр-т, 45",Текстильщики,0.9
16890000,"62,4",2-к. квартира,9,31,"Тюменский пр., 3к1",Бульвар Рокоссовского,0.3
8900000,33,1-к. квартира,4,9,"Борисовский пр., 8к2",Домодедовская,1.5
14154688,"44,1",1-к. квартира,18,24,"ш. Волоколамское, корп. 11",Спартак,0.8
10139934,"51,8",2-к. квартира,3,21,"пос. Московский, стр. 1",Филатов луг,2.6
21451768,"65,9",2-к. квартира,2,24,"ул. Барклая, вл. 6, 6Т, стр. 5",Багратионовская,0.6
11500000,"52,1",2-к. квартира,3,12,"Керамический пр., 71к1",Алтуфьево,1.8
17000000,"84,7",3-к. квартира,17,17,"ул. Бориса Пастернака, 41",Рассказовка,1.9
28558980,"98,8",4-к. квартира,7,24,"ул. Бочкова, вл. 11А, корп. 2",Алексеевская,0.8
12954712,"35,5",1-к. апартаменты,17,20,"ул. Новоалексеевская, стр. К-4",Алексеевская,0.7
15311560,"74,8",3-к. квартира,6,33,"Кавказский б-р, жилые дома",Кантемировская,1.3
10200000,51,3-к. квартира,8,9,"Волгоградский пр-т, 160к1",Юго-Восточная,1.3
11300000,28,Квартира-студия,17,23,"Красноказарменная ул., 14Ак2",Авиамоторная,0.6
107000000,169,4-к. квартира,2,10,"Звонарский пер., 3",Трубная,0.4
11532160,"48,7",2-к. квартира,6,23,"Кавказский б-р, жилые дома",Кантемировская,1.3
16386255,"69,3",3-к. квартира,8,8,"п. Коммунарка, ул. Эдварда Грига, д. 16, корп. 2",Бунинская аллея,2.0
12500000,"45,8",2-к. квартира,4,12,"Печорская ул., 6",Бабушкинская,0.7
51500000,"72,5",2-к. квартира,5,7,"Котельническая наб., д. 21",Таганская,0.6
8270990,"55,5",2-к. квартира,1,9,"п. Филимонковское, дер. Староселье, стр. 5",,
16972289,"61,4",3-к. квартира,8,20,"Волоколамское ш., стр. 5",Мякинино,1.3
20248600,58,2-к. апартаменты,10,20,"ул. Зорге, вл. 9, корп. 3",Хорошёво,0.7
11400000,"57,4",3-к. квартира,2,9,"ул. Молдагуловой, 10к3",Выхино,1.1
27218482,46,1-к. квартира,10,21,"ул. Восточная, вл. 4А/1, корп. 5",Дубровка,1.3
12986325,"37,5",2-к. квартира,17,33,"ул. Руставели, вл. 14/3, корп. 1, стр. 1.2",Бутырская,0.3
16790000,78,3-к. квартира,6,17,"ул. Лавриненко, 11к1",Некрасовка,1.2
37762345,"81,6",3-к. квартира,8,20,"ул. Летниковская, стр. 2",Павелецкая,0.7
6173640,"19,8",Квартира-студия,8,23,"Кавказский б-р, жилые дома",Кантемировская,1.3
14037008,"85,1",3-к. квартира,1,13,"п. Внуковское, дер. Рассказовка, уч. 13/2",Рассказовка,1.1
13280720,"65,6",3-к. квартира,5,14,"пос. Сосенское, квартал No 195, д. 17, корп. 1",Коммунарка,2.3
14796222,51,2-к. квартира,29,33,"ул. Озёрная, стр. 1.3-1.6",Озёрная,0.6
2900000,10,Квартира-студия,1,9,"Ферганская ул., 30",Юго-Восточная,0.8
8500000,"35,8",1-к. квартира,2,14,"ул. Маршала Кожедуба, 14",Люблино,1.9
33400000,124,3-к. квартира,3,22,"ул. Демьяна Бедного, 4к2",Народное Ополчение,0.7
47000000,102,3-к. квартира,16,24,"Рублёвское ш., 70к6",Крылатское,2.5
28512512,"109,8",2-к. квартира,48,56,"пр-т Мира, д. 188Б, корп. 1",Ростокино,0.8
27883488,"101,5",3-к. квартира,11,15,"2-й Котляковский пер., вл. 1/1",Варшавская,0.9
11038120,"42,8",2-к. квартира,15,33,"ул. Озёрная, стр. 2.3",Озёрная,0.7
21200000,89,3-к. квартира,6,7,"Можайское ш., 9",Давыдково,1.1
3200000,"14,5",Квартира-студия,1,17,"Боровское ш., 21",Боровское шоссе,0.2
10500000,38,2-к. квартира,3,12,"Ялтинская ул., 4к3",Севастопольская,0.7
61828000,116,3-к. квартира,21,26,"пр-д Береговой, вл. 2Б",Шелепиха,1.3
12000000,44,1-к. квартира,2,20,"Балаклавский пр-т, 15Б",Чертановская,0.9
28241731,"105,6",4-к. квартира,2,15,"2-й Котляковский пер., вл. 1/1",Варшавская,0.9
8076885,"23,7",Апартаменты-студия,10,21,"ул. Сокольнический Вал, вл. 1Д",Рижская,1.1
37000000,85,3-к. квартира,6,8,"1-я Тверская-Ямская ул., 13с1",Белорусская,0.5
16188480,"40,3",1-к. квартира,2,44,"ул. 4-я Марьиной Рощи, вл. 12/1",Марьина Роща,0.7
3800000,"14,8",Апартаменты-студия,3,7,"Волгоградский пр-т, 45",Текстильщики,0.9
16890000,"62,4",2-к. квартира,9,31,"Тюменский пр., 3к1",Бульвар Рокоссовского,0.3
8900000,33,1-к. квартира,4,9,"Борисовский пр., 8к2",Домодедовская,1.5
14154688,"44,1",1-к. квартира,18,24,"ш. Волоколамское, корп. 11",Спартак,0.8
11509800,"28,4",Апартаменты-студия,15,20,"ул. Зорге, вл. 9, корп. 3",Хорошёво,0.7
10139934,"51,8",2-к. квартира,3,21,"пос. Московский, стр. 1",Филатов луг,2.6
21451768,"65,9",2-к. квартира,2,24,"ул. Барклая, вл. 6, 6Т, стр. 5",Багратионовская,0.6
11500000,"52,1",2-к. квартира,3,12,"Керамический пр., 71к1",Алтуфьево,1.8
17000000,"84,7",3-к. квартира,17,17,"ул. Бориса Пастернака, 41",Рассказовка,1.9
6781880,20,Квартира-студия,15,33,"ул. Амурская, стр. 2",Локомотив,0.5
28558980,"98,8",4-к. квартира,7,24,"ул. Бочкова, вл. 11А, корп. 2",Алексеевская,0.8
12954712,"35,5",1-к. апартаменты,17,20,"ул. Новоалексеевская, стр. К-4",Алексеевская,0.7
15311560,"74,8",3-к. квартира,6,33,"Кавказский б-р, жилые дома",Кантемировская,1.3
10200000,51,3-к. квартира,8,9,"Волгоградский пр-т, 160к1",Юго-Восточная,1.3
11300000,28,Квартира-студия,17,23,"Красноказарменная ул., 14Ак2",Авиамоторная,0.6
18751836,"92,1",3-к. апартаменты,7,28,"ш. Волоколамское , вл. 24, корп. 3-5",Стрешнево,0.2
107000000,169,4-к. квартира,2,10,"Звонарский пер., 3",Трубная,0.4
11532160,"48,7",2-к. квартира,6,23,"Кавказский б-р, жилые дома",Кантемировская,1.3
16386255,"69,3",3-к. квартира,8,8,"п. Коммунарка, ул. Эдварда Грига, д. 16, корп. 2",Бунинская аллея,2.0
12500000,"45,8",2-к. квартира,4,12,"Печорская ул., 6",Бабушкинская,0.7
51500000,"72,5",2-к. квартира,5,7,"Котельническая наб., д. 21",Таганская,0.6
8270990,"55,5",2-к. квартира,1,9,"п. Филимонковское, дер. Староселье, стр. 5",,
16972289,"61,4",3-к. квартира,8,20,"Волоколамское ш., стр. 5",Мякинино,1.3
20248600,58,2-к. апартаменты,10,20,"ул. Зорге, вл. 9, корп. 3",Хорошёво,0.7
11400000,"57,4",3-к. квартира,2,9,"ул. Молдагуловой, 10к3",Выхино,1.1
27218482,46,1-к. квартира,10,21,"ул. Восточная, вл. 4А/1, корп. 5",Дубровка,1.3
12986325,"37,5",2-к. квартира,17,33,"ул. Руставели, вл. 14/3, корп. 1, стр. 1.2",Бутырская,0.3
16790000,78,3-к. квартира,6,17,"ул. Лавриненко, 11к1",Некрасовка,1.2
37762345,"81,6",3-к. квартира,8,20,"ул. Летниковская, стр. 2",Павелецкая,0.7
6173640,"19,8",Квартира-студия,8,23,"Кавказский б-р, жилые дома",Кантемировская,1.3
14037008,"85,1",3-к. квартира,1,13,"п. Внуковское, дер. Рассказовка, уч. 13/2",Рассказовка,1.1
13280720,"65,6",3-к. квартира,5,14,"пос. Сосенское, квартал No 195, д. 17, корп. 1",Коммунарка,2.3
14796222,51,2-к. квартира,29,33,"ул. Озёрная, стр. 1.3-1.6",Озёрная,0.6
2900000,10,Квартира-студия,1,9,"Ферганская ул., 30",Юго-Восточная,0.8
8500000,"35,8",1-к. квартира,2,14,"ул. Маршала Кожедуба, 14",Люблино,1.9
33400000,124,3-к. квартира,3,22,"ул. Демьяна Бедного, 4к2",Народное Ополчение,0.7
47000000,102,3-к. квартира,16,24,"Рублёвское ш., 70к6",Крылатское,2.5
23461719,87,4-к. квартира,2,15,"2-й Котляковский пер., вл. 1/1",Варшавская,0.9
28512512,"109,8",2-к. квартира,48,56,"пр-т Мира, д. 188Б, корп. 1",Ростокино,0.8
27883488,"101,5",3-к. квартира,11,15,"2-й Котляковский пер., вл. 1/1",Варшавская,0.9
11038120,"42,8",2-к. квартира,15,33,"ул. Озёрная, стр. 2.3",Озёрная,0.7
21200000,89,3-к. квартира,6,7,"Можайское ш., 9",Давыдково,1.1
3200000,"14,5",Квартира-студия,1,17,"Боровское ш., 21",Боровское шоссе,0.2
10500000,38,2-к. квартира,3,12,"Ялтинская ул., 4к3",Севастопольская,0.7
61828000,116,3-к. квартира,21,26,"пр-д Береговой, вл. 2Б",Шелепиха,1.3
12000000,44,1-к. квартира,2,20,"Балаклавский пр-т, 15Б",Чертановская,0.9
28241731,"105,6",4-к. квартира,2,15,"2-й Котляковский пер., вл. 1/1",Варшавская,0.9
3950000,"11,5",Квартира-студия,1,9,"3-й Новоподмосковный пер., 6",Войковская,1.1
10398006,"29,6",Квартира-студия,19,33,"ул. Руставели, вл. 14/3, корп. 1, стр. 1.2",Бутырская,0.3
49566838,"94,8",3-к. квартира,13,18,"ул. Летниковская, стр. 2",Павелецкая,0.7
14125687,"72,9",3-к. квартира,2,9,"п. Сосенское, кв-л No183",Коммунарка,1.9
82382978,152,4-к. квартира,13,19,"наб. Симоновская, корп. 5",Автозаводская,1.2
5500000,21,Апартаменты-студия,1,5,"2-я ул. Энтузиастов, 5к39",Андроновка,0.3
16997640,"53,8",2-к. квартира,14,22,"ул. Дегунинская, вл. 5А",Селигерская,0.8
11100000,64,2-к. квартира,28,28,"Волоколамское ш., 24к1",Стрешнево,0.2
