price_per_square_metr,price,square,distance_to_station,total_floors,district,metro_station,apartment_type
505.04,46.06,91.2,1.3,26,Центральный,Шелепиха,3-к квартира
512.99,53.3,103.9,1.3,20,Центральный,Шелепиха,3-к квартира
355.94,9.29,26.1,0.8,15,Северо-западный,Спартак,Квартира-студия
414.14,8.2,19.8,1.4,33,Южный,Коломенская,Квартира-студия
330.12,11.29,34.2,1.3,33,Южный,Нагатинская,1-к квартира
256.55,16.83,65.6,0.9,13,Южный,Варшавская,3-к квартира
327.17,16.98,51.9,1.3,33,Южный,Нагатинская,2-к квартира
254.55,11.2,44.0,0.3,5,Восточный,Первомайская,2-к квартира
250.1,12.83,51.3,1.0,33,Южный,Аннино,2-к квартира
1022.22,115.0,112.5,0.5,21,Центральный,Улица 1905 года,3-к квартира
182.03,15.6,85.7,1.9,17,Юго-западный,Бунинская аллея,3-к квартира
321.43,13.5,42.0,0.6,5,Южный,Нагорная,2-к квартира
261.54,17.0,65.0,0.4,12,Юго-западный,Каховская,3-к квартира
376.73,28.33,75.2,0.5,25,Юго-западный,Воронцовская,3-к квартира
217.76,13.0,59.7,1.3,9,Восточный,Новогиреево,3-к квартира
316.04,9.26,29.3,1.1,21,Центральный,Рижская,Апартаменты-студия
331.65,26.3,79.3,0.9,9,Центральный,Шелепиха,3-к квартира
396.6,9.32,23.5,0.7,12,Западный,Багратионовская,Квартира-студия
258.04,26.01,100.8,0.7,23,Южный,Варшавская,3-к квартира
299.49,11.74,39.2,2.7,33,Северный,Селигерская,1-к квартира
424.6,18.47,43.5,0.7,55,Северо-восточный,Марьина Роща,1-к квартира
208.67,8.66,41.5,4.4,14,Юго-западный,Бунинская аллея,2-к квартира
233.28,14.65,62.8,0.5,16,Восточный,Локомотив,2-к квартира
346.05,13.15,38.0,0.8,21,Северный,Зорге,1-к квартира
351.45,14.55,41.4,0.8,30,Юго-восточный,Окская,2-к квартира
192.29,6.98,36.3,0.9,27,Северо-западный,Пятницкое шоссе,2-к квартира
268.51,11.17,41.6,2.6,33,Северный,Селигерская,1-к квартира
275.23,20.56,74.7,0.8,24,Северо-западный,Спартак,3-к квартира
274.65,19.5,71.0,1.2,17,Северо-восточный,Отрадное,3-к квартира
192.72,16.42,85.2,1.1,13,Новомосковский,Рассказовка,3-к квартира
292.73,10.07,34.4,1.1,21,Центральный,Рижская,1-к апартаменты
303.36,7.22,23.8,1.0,33,Южный,Аннино,Квартира-студия
328.9,38.81,118.0,0.4,41,Центральный,Шелепиха,4-к квартира
271.79,20.33,74.8,1.3,33,Южный,Нагатинская,3-к квартира
782.26,48.5,62.0,0.3,77,Центральный,Международная,2-к апартаменты
855.26,130.0,152.0,0.4,4,Центральный,Маяковская,4-к квартира
163.93,6.0,36.6,1.4,19,Южный,Технопарк,1-к квартира
224.84,10.41,46.3,1.7,15,Юго-западный,Бунинская аллея,2-к квартира
329.78,22.92,69.5,0.8,21,Северный,Зорге,2-к квартира
195.61,10.7,54.7,1.8,17,Новомосковский,Коммунарка,2-к квартира
246.46,14.27,57.9,1.1,21,Центральный,Рижская,2-к апартаменты
301.41,21.34,70.8,0.8,23,Южный,Варшавская,3-к квартира
232.74,13.01,55.9,0.9,33,Восточный,Бульвар Рокоссовского,2-к квартира
291.95,6.89,23.6,0.8,14,Новомосковский,Прокшино,Квартира-студия
264.18,10.99,41.6,1.1,21,Центральный,Рижская,1-к апартаменты
301.28,7.05,23.4,0.7,16,Новомосковский,Прокшино,Квартира-студия
219.24,17.21,78.5,2.7,33,Северный,Селигерская,3-к квартира
321.5,9.42,29.3,1.1,21,Центральный,Рижская,Апартаменты-студия
199.74,15.2,76.1,4.6,17,Южный,Царицыно,2-к квартира
217.91,12.9,59.2,2.0,13,Новомосковский,Коммунарка,2-к квартира
148.15,8.0,54.0,1.1,16,Южный,Южная,2-к квартира
856.02,79.61,93.0,1.6,53,Западный,Парк Победы,2-к квартира
410.12,35.27,86.0,0.9,36,Западный,Мичуринский проспект,4-к квартира
322.34,6.35,19.7,3.4,25,Западный,Мякинино,1-к квартира
340.52,30.0,88.1,0.5,36,Центральный,Деловой центр (МЦК),3-к квартира
197.24,17.18,87.1,2.3,16,Юго-западный,Улица Горчакова,3-к квартира
366.98,30.9,84.2,0.9,18,Южный,Технопарк,2-к квартира
383.04,22.14,57.8,0.8,9,Южный,Технопарк,2-к квартира
268.04,17.61,65.7,0.9,13,Южный,Варшавская,3-к квартира
391.27,15.69,40.1,0.9,26,Южный,Нагатинская,2-к квартира
375.89,37.1,98.7,0.4,22,Южный,Технопарк,3-к квартира
344.94,6.14,17.8,0.8,21,Юго-восточный,Волгоградский проспект,Апартаменты-студия
214.61,18.8,87.6,1.9,10,Юго-западный,Бунинская аллея,3-к квартира
306.42,13.85,45.2,1.1,12,Северный,Петровский парк,2-к квартира
282.74,9.5,33.6,1.2,25,Юго-восточный,Братиславская,1-к квартира
348.28,33.4,95.9,0.9,10,Юго-западный,Академическая,4-к квартира
296.06,16.55,55.9,1.4,25,Северо-западный,Октябрьское поле,2-к квартира
236.59,16.94,71.6,2.0,16,Юго-западный,Бунинская аллея,3-к квартира
190.71,17.24,90.4,1.1,17,Юго-восточный,Некрасовка,3-к квартира
258.93,26.1,100.8,0.7,23,Южный,Варшавская,3-к квартира
432.65,8.48,19.6,0.7,23,Северный,Селигерская,Квартира-студия
394.44,7.1,18.0,0.3,5,Центральный,Маяковская,Квартира-студия
445.09,33.56,75.4,0.7,20,Центральный,Павелецкая,2-к квартира
362.5,14.5,40.0,1.5,18,Юго-западный,Беляево,1-к квартира
235.09,9.38,39.9,1.1,13,Новомосковский,Рассказовка,1-к квартира
525.33,40.03,76.2,0.9,41,Западный,Студенческая,3-к квартира
297.19,32.75,110.2,1.3,30,Западный,Давыдково,3-к квартира
1590.34,163.01,102.5,0.3,14,Центральный,Третьяковская,2-к квартира
256.64,9.47,36.9,0.9,16,Новомосковский,Румянцево,2-к апартаменты
283.96,8.32,29.3,1.1,21,Центральный,Рижская,Апартаменты-студия
339.43,28.41,83.7,1.1,11,Южный,Нагатинская,3-к квартира
265.71,9.3,35.0,0.6,9,Юго-восточный,Окская,1-к квартира
345.09,13.01,37.7,0.8,21,Северный,Зорге,1-к квартира
339.0,6.78,20.0,0.5,33,Восточный,Локомотив,Квартира-студия
455.22,61.0,134.0,0.5,13,Западный,Раменки,4-к квартира
215.81,14.61,67.7,1.1,23,Юго-восточный,Некрасовка,2-к квартира
239.25,9.57,40.0,0.7,12,Новомосковский,Прокшино,2-к квартира
344.2,23.13,67.2,0.8,12,Южный,Технопарк,2-к квартира
450.0,9.27,20.6,1.0,27,Южный,Нагатинская,Квартира-студия
294.7,16.68,56.6,1.3,33,Южный,Нагатинская,2-к квартира
231.47,16.18,69.9,1.1,12,Новомосковский,Рассказовка,2-к квартира
304.04,12.8,42.1,0.8,24,Северо-западный,Спартак,1-к квартира
388.99,25.09,64.5,0.7,55,Северо-восточный,Марьина Роща,2-к квартира
326.91,14.58,44.6,0.3,33,Северо-восточный,Бутырская,1-к квартира
366.94,22.2,60.5,0.7,36,Северный,Дмитровская,2-к квартира
363.86,24.67,67.8,0.5,20,Северо-восточный,Алексеевская,2-к апартаменты
434.03,37.37,86.1,0.8,26,Северо-западный,Спартак,2-к квартира
348.51,18.75,53.8,0.7,15,Северо-западный,Спартак,2-к квартира
306.67,16.56,54.0,0.3,33,Западный,Аминьевская,2-к квартира
239.85,13.0,54.2,1.4,14,Юго-восточный,Братиславская,2-к квартира
362.48,18.16,50.1,1.6,25,Северо-западный,Тушинская,2-к апартаменты
251.59,10.29,40.9,1.0,20,Юго-западный,Бунинская аллея,2-к квартира
328.49,27.79,84.6,0.9,18,Южный,Технопарк,2-к квартира
441.25,10.59,24.0,0.6,24,Западный,Багратионовская,Квартира-студия
374.16,15.64,41.8,0.6,24,Западный,Багратионовская,1-к квартира
283.12,19.62,69.3,0.5,23,Южный,Варшавская,3-к квартира
715.72,109.72,153.3,0.9,15,Западный,Киевская,3-к квартира
215.8,14.89,69.0,0.9,24,Западный,Проспект Вернадского,2-к квартира
290.57,7.7,26.5,1.8,33,Северо-западный,Строгино,Апартаменты-студия
499.81,26.49,53.0,0.7,20,Центральный,Павелецкая,1-к квартира
210.77,19.77,93.8,0.9,33,Северо-восточный,Владыкино,3-к квартира
327.16,28.07,85.8,0.8,21,Северный,Зорге,3-к квартира
312.05,18.13,58.1,1.4,25,Северо-западный,Октябрьское поле,2-к квартира
285.22,18.91,66.3,0.9,15,Южный,Варшавская,3-к квартира
273.2,25.79,94.4,0.9,32,Северо-западный,Щукинская,2-к квартира
283.47,24.01,84.7,0.9,15,Южный,Варшавская,3-к квартира
250.54,9.22,36.8,0.9,15,Новомосковский,Прокшино,1-к квартира
430.46,17.95,41.7,0.7,55,Северо-восточный,Марьина Роща,1-к квартира
1036.56,126.46,122.0,0.4,12,Центральный,Фрунзенская,4-к квартира
199.88,17.35,86.8,1.0,20,Юго-западный,Бунинская аллея,3-к квартира
267.13,9.59,35.9,0.9,21,Юго-восточный,Волгоградский проспект,1-к апартаменты
339.14,28.42,83.8,0.7,55,Северо-восточный,Марьина Роща,3-к квартира
