price_per_square_metr,price,square,distance_to_station,total_floors,district,metro_station,apartment_type
335.25,9.32,27.8,0.3,33,Западный,Аминьевская,Квартира-студия
404.76,15.3,37.8,1.2,9,Юго-западный,Новаторская,2-к квартира
234.09,13.39,57.2,1.0,9,Северный,Дмитровская,3-к квартира
428.7,19.12,44.6,0.3,53,Центральный,Шелепиха,1-к квартира
288.0,5.04,17.5,0.9,21,Юго-восточный,Волгоградский проспект,Апартаменты-студия
235.48,12.41,52.7,1.1,21,Центральный,Рижская,2-к апартаменты
397.89,33.9,85.2,0.5,20,Северо-восточный,Алексеевская,3-к апартаменты
302.43,13.7,45.3,0.7,9,Северо-восточный,Алтуфьево,2-к квартира
267.03,14.9,55.8,1.1,5,Северо-восточный,ВДНХ,3-к квартира
275.23,9.0,32.7,0.9,9,Северо-восточный,Бибирево,1-к квартира
344.13,8.5,24.7,0.7,22,Северный,Хорошёвская,1-к апартаменты
372.21,60.0,161.2,0.8,23,Юго-западный,Новые Черёмушки,4-к квартира
676.3,188.35,278.5,1.0,11,Центральный,Улица 1905 года,4-к квартира
477.27,84.0,176.0,0.1,39,Восточный,Сокольники,4-к квартира
317.14,9.99,31.5,1.3,9,Северо-восточный,ВДНХ,1-к квартира
300.0,10.5,35.0,1.3,9,Северный,Войковская,1-к квартира
363.33,11.99,33.0,0.1,8,Центральный,Красные ворота,Квартира-студия
602.41,35.0,58.1,0.6,14,Центральный,Баррикадная,2-к квартира
350.0,28.0,80.0,0.7,30,Восточный,Бульвар Рокоссовского,3-к квартира
236.14,10.65,45.1,1.1,5,Восточный,Щёлковская,2-к квартира
267.09,12.5,46.8,1.4,22,Северо-восточный,Бабушкинская,2-к квартира
262.26,12.3,46.9,0.7,9,Южный,Южная,2-к квартира
420.29,14.71,35.0,0.7,44,Северо-восточный,Марьина Роща,Квартира-студия
289.03,6.85,23.7,0.8,33,Восточный,Бульвар Рокоссовского,Квартира-студия
325.0,7.8,24.0,1.1,21,Западный,Озёрная,Апартаменты-студия
375.34,14.0,37.3,0.9,23,Западный,Раменки,1-к квартира
408.89,18.4,45.0,1.2,24,Западный,Юго-Западная,2-к квартира
346.6,14.8,42.7,2.9,5,Западный,Давыдково,2-к квартира
130.23,5.6,43.0,0.3,5,Юго-восточный,Нижегородская,2-к квартира
426.08,41.5,97.4,1.0,6,Южный,Ленинский проспект,4-к квартира
330.51,19.5,59.0,0.4,10,Юго-западный,Новаторская,3-к квартира
484.08,38.0,78.5,1.3,24,Северо-западный,Мнёвники,3-к квартира
168.49,6.79,40.3,0.3,6,Юго-восточный,Кожуховская,2-к квартира
468.27,35.12,75.0,1.2,19,Южный,Автозаводская,3-к квартира
1117.65,190.0,170.0,0.3,6,Центральный,Смоленская,2-к квартира
382.69,19.9,52.0,0.4,22,Южный,Нагорная,2-к квартира
344.0,8.6,25.0,0.7,22,Северный,Хорошёвская,Апартаменты-студия
413.85,26.9,65.0,0.3,38,Северный,Беговая,2-к квартира
290.62,9.3,32.0,1.4,5,Южный,Коломенская,1-к квартира
330.23,21.63,65.5,0.7,44,Северо-восточный,Марьина Роща,2-к квартира
215.97,6.76,31.3,2.0,10,Новомосковский,Коммунарка,1-к квартира
368.36,16.65,45.2,0.7,15,Южный,Нагатинская,1-к квартира
374.71,32.0,85.4,0.8,9,Западный,Киевская,2-к квартира
223.9,16.3,72.8,2.8,17,Западный,Давыдково,3-к квартира
429.31,16.7,38.9,1.4,12,Западный,Парк Победы,2-к квартира
415.77,23.2,55.8,0.3,10,Центральный,Павелецкая,1-к апартаменты
358.91,14.5,40.4,0.4,8,Центральный,Павелецкая,2-к квартира
868.57,45.6,52.5,0.4,18,Западный,Ломоносовский проспект,1-к квартира
332.43,12.3,37.0,0.8,16,Южный,Крымская,1-к квартира
447.37,17.0,38.0,0.4,9,Северный,Тимирязевская,2-к квартира
300.35,17.0,56.6,1.4,5,Южный,Нагорная,3-к квартира
448.28,58.5,130.5,0.7,29,Южный,Шаболовская,3-к квартира
192.86,10.8,56.0,2.3,26,Восточный,Белокаменная,1-к квартира
484.95,41.9,86.4,0.2,86,Центральный,Международная,2-к апартаменты
482.66,16.7,34.6,0.7,28,Северо-восточный,Бутырская,1-к квартира
290.87,20.71,71.2,0.7,22,Северный,Хорошёвская,3-к апартаменты
367.11,27.9,76.0,0.4,42,Западный,Фили,3-к квартира
206.67,15.5,75.0,0.4,17,Западный,Новопеределкино,3-к квартира
229.3,13.07,57.0,0.9,33,Восточный,Бульвар Рокоссовского,2-к квартира
441.18,7.5,17.0,0.2,5,Западный,Студенческая,Квартира-студия
176.25,7.05,40.0,0.5,17,Южный,Крымская,1-к квартира
373.33,16.8,45.0,0.3,5,Северный,Тимирязевская,2-к квартира
271.23,5.75,21.2,0.6,18,Восточный,Щёлковская,Апартаменты-студия
255.76,11.1,43.4,0.8,5,Северный,Панфиловская,2-к квартира
530.0,9.54,18.0,0.4,3,Центральный,Сретенский бульвар,Апартаменты-студия
276.79,15.5,56.0,0.8,22,Северный,Селигерская,2-к квартира
371.93,21.2,57.0,2.4,24,Западный,Крылатское,2-к квартира
440.31,45.0,102.2,0.6,16,Северный,Речной вокзал,3-к квартира
395.35,17.0,43.0,1.0,5,Центральный,Улица 1905 года,2-к квартира
350.0,19.25,55.0,0.7,5,Северный,Войковская,2-к квартира
658.33,35.55,54.0,0.9,41,Северный,Аэропорт,2-к квартира
331.58,12.6,38.0,0.4,12,Юго-восточный,Рязанский проспект,2-к квартира
173.8,12.34,71.0,1.1,19,Северный,Коптево,2-к квартира
315.25,55.8,177.0,0.8,57,Северный,Аэропорт,3-к квартира
278.35,10.8,38.8,0.5,23,Западный,Новопеределкино,1-к квартира
304.26,14.3,47.0,0.3,25,Новомосковский,Говорово,2-к квартира
396.32,17.24,43.5,0.7,44,Северо-восточный,Марьина Роща,1-к квартира
215.1,30.91,143.7,0.8,56,Северо-восточный,Ростокино,3-к квартира
253.95,9.65,38.0,0.3,10,Юго-восточный,Марьино,1-к квартира
145.54,9.46,65.0,0.6,31,Юго-восточный,Нижегородская,3-к квартира
178.92,7.98,44.6,0.7,4,Западный,Солнцево,2-к квартира
275.0,11.0,40.0,0.6,16,Южный,Улица академика Янгеля,1-к квартира
242.24,19.5,80.5,2.2,14,Северный,Селигерская,3-к квартира
1369.21,93.38,68.2,0.5,6,Центральный,Марксистская,3-к квартира
793.55,128.0,161.3,0.4,5,Западный,Кропоткинская,4-к квартира
815.22,75.0,92.0,0.4,77,Центральный,Международная,3-к апартаменты
264.32,10.52,39.8,2.7,16,Северный,Селигерская,1-к квартира
348.78,14.3,41.0,0.3,9,Центральный,Рижская,2-к квартира
250.74,18.53,73.9,1.3,15,Западный,Крылатское,3-к квартира
255.49,9.3,36.4,1.6,3,Юго-западный,Бунинская аллея,1-к квартира
258.91,16.7,64.5,1.1,16,Северный,Коптево,3-к квартира
371.9,22.5,60.5,1.0,9,Северный,Савёловская,2-к квартира
546.88,35.0,64.0,0.8,10,Западный,Киевская,2-к квартира
286.63,9.86,34.4,1.1,21,Центральный,Рижская,1-к апартаменты
810.62,155.64,192.0,1.0,40,Западный,Ломоносовский проспект,3-к квартира
278.91,12.3,44.1,0.8,9,Северо-восточный,Алтуфьево,2-к квартира
284.31,7.25,25.5,0.8,33,Восточный,Бульвар Рокоссовского,Квартира-студия
304.35,14.0,46.0,0.7,5,Юго-восточный,Юго-Восточная,2-к квартира
253.33,5.32,21.0,0.3,6,Восточный,Авиамоторная,Квартира-студия
160.0,7.2,45.0,3.3,15,Юго-западный,Улица Скобелевская,1-к квартира
158.28,8.12,51.3,1.8,14,Северный,Селигерская,2-к квартира
176.61,8.23,46.6,0.9,27,Северо-западный,Пятницкое шоссе,2-к квартира
339.55,7.47,22.0,0.7,21,Западный,Озёрная,Квартира-студия
322.54,12.45,38.6,0.7,18,Западный,Солнцево,1-к квартира
277.14,24.0,86.6,1.1,15,Южный,Чертановская,3-к квартира
207.89,12.64,60.8,2.0,8,Новомосковский,Коммунарка,2-к квартира
471.74,21.7,46.0,0.3,53,Центральный,Шелепиха,1-к квартира
259.97,16.3,62.7,1.0,9,Юго-западный,Беляево,3-к квартира
221.04,13.13,59.4,2.0,16,Новомосковский,Коммунарка,2-к квартира
303.54,17.15,56.5,1.3,33,Южный,Нагатинская,2-к квартира
263.65,25.6,97.1,1.1,28,Южный,Нагатинская,3-к квартира
270.27,20.0,74.0,0.6,14,Юго-восточный,Братиславская,3-к квартира
218.07,5.19,23.8,1.5,32,Северо-западный,Пятницкое шоссе,Квартира-студия
250.65,9.7,38.7,0.2,25,Юго-восточный,Некрасовка,1-к квартира
261.54,10.2,39.0,1.0,22,Юго-восточный,Братиславская,1-к квартира
250.5,5.01,20.0,1.5,32,Северо-западный,Пятницкое шоссе,Квартира-студия
250.95,33.0,131.5,0.4,12,Северный,Тимирязевская,1-к квартира
265.92,16.7,62.8,0.9,14,Южный,Пражская,3-к квартира
369.72,10.5,28.4,0.7,21,Северный,Хорошёво,Апартаменты-студия
337.08,18.0,53.4,0.7,17,Северный,ЦСКА,2-к квартира
259.83,11.9,45.8,0.3,9,Юго-восточный,Люблино,2-к квартира
553.4,57.0,103.0,0.6,16,Центральный,Выставочная,3-к квартира
482.86,16.9,35.0,0.4,28,Западный,Раменки,1-к квартира
391.22,14.71,37.6,0.5,25,Юго-западный,Воронцовская,1-к квартира
212.27,12.8,60.3,0.3,17,Восточный,Авиамоторная,2-к квартира
334.29,23.4,70.0,1.1,39,Восточный,Локомотив,2-к квартира
345.36,18.96,54.9,0.9,26,Южный,Нагатинская,2-к квартира
259.62,13.5,52.0,0.9,17,Новомосковский,Рассказовка,2-к квартира
240.57,5.1,21.2,0.8,14,Северо-западный,Щукинская,Квартира-студия
620.07,55.0,88.7,0.5,18,Южный,Шаболовская,3-к квартира
251.85,12.24,48.6,0.8,33,Восточный,Бульвар Рокоссовского,2-к квартира
348.84,31.5,90.3,1.5,23,Западный,Минская,3-к квартира
351.22,14.4,41.0,0.4,30,Юго-восточный,Угрешская,1-к квартира
430.46,36.46,84.7,0.3,42,Западный,Фили,3-к квартира
303.91,6.99,23.0,0.8,22,Северный,Селигерская,Апартаменты-студия
371.43,71.5,192.5,0.3,75,Центральный,Деловой центр,3-к апартаменты
193.35,13.96,72.2,0.7,25,Новомосковский,Рассказовка,2-к квартира
316.54,20.1,63.5,0.6,24,Западный,Багратионовская,2-к квартира
372.9,60.0,160.9,0.6,47,Северный,Дмитровская,4-к квартира
284.15,16.85,59.3,0.4,32,Северный,Водный стадион,2-к квартира
274.46,5.05,18.4,2.0,10,Новомосковский,Коммунарка,1-к квартира
199.17,11.95,60.0,1.4,13,Юго-западный,Бунинская аллея,2-к квартира
337.07,12.64,37.5,0.3,33,Северо-восточный,Бутырская,1-к квартира
353.21,38.5,109.0,0.3,6,Центральный,Сретенский бульвар,3-к квартира
559.78,51.5,92.0,0.2,83,Центральный,Международная,2-к апартаменты
232.79,14.2,61.0,0.6,10,Юго-западный,Бунинская аллея,2-к квартира
801.44,67.0,83.6,0.3,79,Центральный,Международная,2-к апартаменты
287.75,23.02,80.0,0.7,4,Южный,Автозаводская,3-к апартаменты
306.98,13.2,43.0,0.9,9,Новомосковский,Рассказовка,1-к квартира
237.48,17.17,72.3,2.7,33,Северный,Селигерская,2-к квартира
237.57,8.6,36.2,2.0,17,Новомосковский,Коммунарка,1-к квартира
272.22,19.6,72.0,0.5,5,Северный,Хорошёвская,3-к квартира
176.6,9.13,51.7,1.0,17,Северный,Селигерская,2-к квартира
1150.44,130.0,113.0,0.4,77,Центральный,Международная,2-к апартаменты
463.41,38.0,82.0,1.3,12,Северо-восточный,ВДНХ,2-к квартира
306.87,42.9,139.8,1.5,18,Западный,Молодёжная,4-к квартира
470.98,48.04,102.0,1.3,28,Южный,Автозаводская,4-к квартира
553.7,29.9,54.0,1.0,23,Юго-западный,Зюзино,1-к квартира
598.57,41.9,70.0,0.5,18,Центральный,Улица 1905 года,1-к квартира
326.6,26.03,79.7,2.1,20,Северо-западный,Щукинская,2-к квартира
441.28,65.0,147.3,0.3,5,Западный,Молодёжная,4-к квартира
284.38,9.1,32.0,0.3,9,Северный,Беломорская,1-к квартира
245.61,14.0,57.0,0.7,5,Западный,Филёвский парк,2-к квартира
212.71,12.55,59.0,1.0,17,Юго-восточный,Некрасовка,2-к квартира
732.35,39.84,54.4,0.1,85,Центральный,Международная,1-к квартира
250.52,12.1,48.3,1.8,22,Южный,Борисово,1-к квартира
242.62,5.75,23.7,1.0,9,Северный,Войковская,Квартира-студия
218.18,12.48,57.2,2.1,19,Южный,Царицыно,2-к квартира
201.78,10.23,50.7,0.5,16,Южный,Крымская,2-к квартира
600.19,62.0,103.3,0.2,6,Центральный,Маяковская,4-к квартира
180.88,12.3,68.0,0.7,17,Юго-восточный,Лефортово,2-к квартира
613.0,12.26,20.0,0.5,6,Центральный,Китай-город,1-к апартаменты
178.88,10.25,57.3,1.1,9,Северо-восточный,Фонвизинская,2-к квартира
355.88,6.05,17.0,0.8,21,Юго-восточный,Волгоградский проспект,Апартаменты-студия
244.58,13.99,57.2,1.7,9,Южный,Технопарк,3-к квартира
364.81,19.7,54.0,0.7,17,Северо-восточный,Фонвизинская,2-к квартира
188.86,14.92,79.0,1.1,13,Новомосковский,Рассказовка,3-к квартира
281.88,12.6,44.7,1.2,5,Западный,Боровское шоссе,2-к квартира
402.22,23.57,58.6,0.3,20,Западный,Фили,2-к квартира
244.63,13.21,54.0,0.7,15,Новомосковский,Прокшино,2-к квартира
250.57,21.9,87.4,1.5,23,Юго-западный,Профсоюзная,3-к апартаменты
299.55,13.42,44.8,1.6,25,Северо-западный,Тушинская,2-к апартаменты
271.35,9.28,34.2,1.3,15,Новомосковский,Прокшино,1-к квартира
325.97,10.92,33.5,0.2,32,Северо-восточный,Бутырская,Квартира-студия
386.79,8.2,21.2,0.6,18,Новомосковский,Прокшино,Квартира-студия
769.73,172.42,224.0,0.3,19,Западный,Студенческая,4-к квартира
217.44,10.35,47.6,0.7,16,Новомосковский,Прокшино,2-к квартира
352.63,13.4,38.0,0.6,17,Юго-западный,Воронцовская,1-к квартира
200.0,14.44,72.2,0.9,9,Новомосковский,Прокшино,3-к квартира
301.75,17.2,57.0,0.9,8,Южный,Автозаводская,3-к квартира
526.32,13.0,24.7,0.3,3,Центральный,Сухаревская,Апартаменты-студия
325.96,16.95,52.0,0.4,9,Восточный,Сокольники,3-к квартира
369.57,42.5,115.0,1.2,48,Юго-западный,Новаторская,3-к квартира
227.97,11.9,52.2,0.8,12,Юго-восточный,Люблино,2-к квартира
235.41,7.18,30.5,1.9,14,Новомосковский,Коммунарка,1-к квартира
215.0,12.9,60.0,0.9,9,Юго-восточный,Рязанский проспект,3-к квартира
277.3,19.91,71.8,0.5,23,Южный,Варшавская,3-к квартира
371.2,18.3,49.3,0.5,20,Западный,Славянский бульвар,2-к квартира
272.48,5.94,21.8,1.0,22,Юго-западный,Бунинская аллея,Квартира-студия
282.12,10.89,38.6,1.1,21,Центральный,Рижская,1-к апартаменты
994.05,167.0,168.0,0.2,11,Центральный,Маяковская,3-к квартира
581.82,16.0,27.5,0.2,9,Западный,Кутузовская,1-к апартаменты
392.86,11.0,28.0,1.1,15,Южный,ЗИЛ,Квартира-студия
385.26,18.3,47.5,0.6,14,Западный,Кунцевская,1-к квартира
401.01,7.94,19.8,0.4,33,Северо-восточный,Бутырская,Квартира-студия
379.64,24.98,65.8,0.7,55,Северо-восточный,Марьина Роща,2-к квартира
194.6,15.51,79.7,2.3,14,Новомосковский,Коммунарка,3-к квартира
904.23,128.4,142.0,0.6,7,Западный,Кропоткинская,3-к квартира
276.84,21.04,76.0,1.4,52,Западный,Мякинино,3-к квартира
286.0,14.3,50.0,0.8,17,Южный,Чертановская,2-к квартира
204.94,19.08,93.1,0.9,33,Северо-восточный,Владыкино,3-к квартира
318.75,5.1,16.0,1.3,8,Западный,Проспект Вернадского,Апартаменты-студия
237.94,24.96,104.9,1.4,18,Юго-западный,Профсоюзная,3-к апартаменты
327.69,10.65,32.5,0.8,9,Северный,Селигерская,1-к квартира
275.34,16.3,59.2,0.6,19,Западный,Солнцево,2-к квартира
213.5,15.5,72.6,0.6,12,Юго-восточный,Котельники,3-к квартира
340.93,8.08,23.7,1.1,21,Центральный,Рижская,Апартаменты-студия
435.29,37.0,85.0,0.5,8,Центральный,Белорусская,3-к квартира
401.74,16.19,40.3,0.7,44,Северо-восточный,Марьина Роща,1-к квартира
270.67,16.89,62.4,0.3,31,Восточный,Бульвар Рокоссовского,2-к квартира
269.7,8.9,33.0,1.5,9,Южный,Домодедовская,1-к квартира
320.86,14.15,44.1,0.8,24,Северо-западный,Спартак,1-к квартира
195.75,10.14,51.8,2.6,21,Новомосковский,Филатов луг,2-к квартира
325.49,21.45,65.9,0.6,24,Западный,Багратионовская,2-к квартира
220.73,11.5,52.1,1.8,12,Северо-восточный,Алтуфьево,2-к квартира
200.71,17.0,84.7,1.9,17,Новомосковский,Рассказовка,3-к квартира
289.07,28.56,98.8,0.8,24,Северо-восточный,Алексеевская,4-к квартира
364.79,12.95,35.5,0.7,20,Северо-восточный,Алексеевская,1-к апартаменты
204.68,15.31,74.8,1.3,33,Южный,Кантемировская,3-к квартира
200.0,10.2,51.0,1.3,9,Юго-восточный,Юго-Восточная,3-к квартира
403.57,11.3,28.0,0.6,23,Восточный,Авиамоторная,Квартира-студия
633.14,107.0,169.0,0.4,10,Центральный,Трубная,4-к квартира
236.76,11.53,48.7,1.3,23,Южный,Кантемировская,2-к квартира
236.51,16.39,69.3,2.0,8,Юго-западный,Бунинская аллея,3-к квартира
272.93,12.5,45.8,0.7,12,Северо-восточный,Бабушкинская,2-к квартира
710.34,51.5,72.5,0.6,7,Центральный,Таганская,2-к квартира
276.38,16.97,61.4,1.3,20,Западный,Мякинино,3-к квартира
349.14,20.25,58.0,0.7,20,Северный,Хорошёво,2-к апартаменты
198.61,11.4,57.4,1.1,9,Юго-восточный,Выхино,3-к квартира
591.74,27.22,46.0,1.3,21,Юго-восточный,Дубровка,1-к квартира
346.4,12.99,37.5,0.3,33,Северо-восточный,Бутырская,2-к квартира
215.26,16.79,78.0,1.2,17,Юго-восточный,Некрасовка,3-к квартира
462.75,37.76,81.6,0.7,20,Центральный,Павелецкая,3-к квартира
311.62,6.17,19.8,1.3,23,Южный,Кантемировская,Квартира-студия
164.98,14.04,85.1,1.1,13,Новомосковский,Рассказовка,3-к квартира
202.44,13.28,65.6,2.3,14,Новомосковский,Коммунарка,3-к квартира
290.2,14.8,51.0,0.6,33,Западный,Озёрная,2-к квартира
237.43,8.5,35.8,1.9,14,Юго-восточный,Люблино,1-к квартира
269.35,33.4,124.0,0.7,22,Северо-западный,Народное Ополчение,3-к квартира
460.78,47.0,102.0,2.5,24,Западный,Крылатское,3-к квартира
259.65,28.51,109.8,0.8,56,Северо-восточный,Ростокино,2-к квартира
274.68,27.88,101.5,0.9,15,Южный,Варшавская,3-к квартира
257.94,11.04,42.8,0.7,33,Западный,Озёрная,2-к квартира
238.2,21.2,89.0,1.1,7,Западный,Давыдково,3-к квартира
276.32,10.5,38.0,0.7,12,Юго-западный,Севастопольская,2-к квартира
533.02,61.83,116.0,1.3,26,Центральный,Шелепиха,3-к квартира
272.73,12.0,44.0,0.9,20,Южный,Чертановская,1-к квартира
267.42,28.24,105.6,0.9,15,Южный,Варшавская,4-к квартира
405.28,11.51,28.4,0.7,20,Северный,Хорошёво,Апартаменты-студия
339.0,6.78,20.0,0.5,33,Восточный,Локомотив,Квартира-студия
203.58,18.75,92.1,0.2,28,Северный,Стрешнево,3-к апартаменты
269.66,23.46,87.0,0.9,15,Южный,Варшавская,4-к квартира
522.89,49.57,94.8,0.7,18,Центральный,Павелецкая,3-к квартира
541.97,82.38,152.0,1.2,19,Южный,Автозаводская,4-к квартира
261.9,5.5,21.0,0.3,5,Восточный,Андроновка,Апартаменты-студия
173.44,11.1,64.0,0.2,28,Северный,Стрешнево,2-к квартира
435.9,17.0,39.0,0.6,9,Центральный,Цветной бульвар,1-к квартира
281.5,21.0,74.6,1.1,16,Юго-западный,Зюзино,3-к квартира
753.62,104.0,138.0,0.3,5,Центральный,Пушкинская,4-к квартира
375.79,47.5,126.4,0.6,22,Южный,Шаболовская,3-к квартира
500.0,8.6,17.2,0.3,5,Центральный,Краснопресненская,Квартира-студия
215.96,10.15,47.0,2.1,10,Юго-западный,Бунинская аллея,1-к квартира
244.19,10.72,43.9,0.6,35,Западный,Аминьевская,1-к квартира
445.0,8.9,20.0,1.2,25,Южный,Домодедовская,Квартира-студия
360.04,16.85,46.8,0.3,15,Юго-восточный,Дубровка,2-к квартира
1290.32,160.0,124.0,0.4,77,Центральный,Международная,2-к апартаменты
768.0,96.0,125.0,0.4,6,Центральный,Парк культуры,3-к квартира
365.34,35.0,95.8,0.7,19,Юго-восточный,Волгоградский проспект,3-к квартира
327.54,21.29,65.0,0.7,20,Северный,Хорошёво,3-к апартаменты
464.19,17.5,37.7,0.6,17,Южный,Технопарк,1-к квартира
212.0,5.3,25.0,0.2,12,Юго-восточный,Жулебино,1-к квартира
238.65,5.99,25.1,0.3,6,Восточный,Авиамоторная,Квартира-студия
852.82,155.64,182.5,0.5,4,Центральный,Арбатская,4-к квартира
202.56,9.5,46.9,2.7,14,Юго-восточный,Люблино,2-к квартира
357.38,27.84,77.9,0.7,33,Центральный,Шелепиха,4-к квартира
281.25,15.75,56.0,1.3,25,Северо-западный,Пятницкое шоссе,2-к квартира
446.69,15.5,34.7,0.7,5,Центральный,Улица 1905 года,1-к квартира
508.61,12.41,24.4,0.7,28,Северо-восточный,Бутырская,1-к квартира
211.6,12.4,58.6,1.2,9,Юго-восточный,Кузьминки,3-к квартира
238.71,14.8,62.0,0.5,14,Южный,Алма-Атинская,3-к квартира
292.04,16.5,56.5,0.7,16,Северо-восточный,Бабушкинская,2-к квартира
508.34,76.76,151.0,1.2,21,Южный,Автозаводская,4-к квартира
251.9,9.27,36.8,0.9,15,Новомосковский,Прокшино,1-к квартира
439.63,16.75,38.1,0.3,20,Западный,Фили,1-к квартира
265.2,17.53,66.1,0.9,13,Южный,Варшавская,3-к квартира
358.03,20.73,57.9,0.5,25,Северный,Беговая,2-к квартира
269.9,13.9,51.5,0.6,12,Юго-восточный,Выхино,2-к квартира
360.0,18.0,50.0,0.7,14,Центральный,Чкаловская,2-к квартира
243.32,13.48,55.4,0.9,33,Восточный,Бульвар Рокоссовского,2-к квартира
305.93,14.44,47.2,0.7,23,Южный,Варшавская,2-к квартира
450.7,16.0,35.5,1.0,34,Центральный,Шелепиха,Апартаменты-студия
636.36,35.0,55.0,0.4,9,Центральный,Смоленская,2-к квартира
413.26,53.6,129.7,1.0,12,Южный,Автозаводская,3-к апартаменты
401.94,16.6,41.3,0.7,44,Северо-восточный,Марьина Роща,1-к квартира
240.86,13.97,58.0,1.1,21,Центральный,Рижская,2-к апартаменты
301.09,16.5,54.8,0.6,5,Северо-восточный,ВДНХ,3-к квартира
238.71,9.62,40.3,0.7,15,Новомосковский,Прокшино,2-к квартира
227.27,10.0,44.0,1.1,9,Южный,Пражская,2-к квартира
292.12,7.04,24.1,1.1,22,Юго-западный,Бунинская аллея,Квартира-студия
312.96,16.9,54.0,0.4,17,Северный,Ховрино,2-к квартира
316.99,29.67,93.6,0.2,51,Центральный,Шелепиха,3-к квартира
666.67,75.0,112.5,0.7,7,Центральный,Спортивная,3-к апартаменты
428.24,9.25,21.6,0.2,32,Северо-восточный,Бутырская,Квартира-студия
338.75,13.55,40.0,2.1,21,Северо-восточный,Бабушкинская,1-к квартира
299.43,15.72,52.5,0.7,22,Северный,Хорошёвская,2-к апартаменты
390.04,10.96,28.1,0.7,21,Северный,Хорошёво,Апартаменты-студия
991.5,70.0,70.6,0.4,12,Западный,Киевская,3-к квартира
305.41,11.3,37.0,0.8,9,Северный,Селигерская,2-к квартира
444.23,46.2,104.0,0.9,27,Восточный,Белокаменная,3-к квартира
255.0,10.2,40.0,1.6,17,Юго-восточный,Люблино,1-к квартира
361.17,22.79,63.1,0.5,26,Северо-западный,Щукинская,2-к квартира
244.67,11.01,45.0,0.2,28,Северный,Стрешнево,1-к апартаменты
338.78,8.3,24.5,1.3,7,Южный,Каширская,1-к апартаменты
277.78,10.0,36.0,0.8,9,Юго-восточный,Нижегородская,1-к квартира
262.76,10.3,39.2,0.8,12,Северо-восточный,Отрадное,1-к квартира
164.89,6.2,37.6,0.9,14,Северный,Селигерская,1-к квартира
158.88,5.1,32.1,1.2,9,Юго-западный,Новаторская,1-к квартира
738.46,96.0,130.0,0.5,18,Центральный,Улица 1905 года,2-к квартира
232.84,7.87,33.8,1.8,17,Новомосковский,Коммунарка,1-к квартира
260.83,9.39,36.0,1.3,16,Северо-восточный,Алтуфьево,1-к квартира
261.74,19.5,74.5,0.4,16,Западный,Тропарёво,3-к квартира
277.33,25.32,91.3,0.6,4,Центральный,Улица 1905 года,4-к квартира
541.58,41.16,76.0,1.2,19,Южный,Автозаводская,2-к квартира
647.89,115.0,177.5,0.5,10,Центральный,Улица 1905 года,3-к квартира
303.03,10.0,33.0,1.1,9,Северный,Беломорская,1-к квартира
229.2,13.5,58.9,1.1,9,Юго-восточный,Выхино,3-к квартира
764.33,120.0,157.0,0.5,6,Центральный,Новокузнецкая,3-к квартира
223.65,16.55,74.0,0.9,33,Северо-восточный,Владыкино,3-к квартира
241.97,6.63,27.4,0.9,1,Восточный,Семёновская,Апартаменты-студия
183.85,9.56,52.0,0.8,10,Северный,Стрешнево,2-к квартира
301.93,10.96,36.3,0.5,31,Северный,Верхние Лихоборы,1-к квартира
482.35,12.3,25.5,0.4,20,Западный,Фили,Квартира-студия
151.08,7.69,50.9,3.1,17,Юго-западный,Улица Скобелевская,2-к квартира
325.0,13.0,40.0,0.5,17,Юго-восточный,Стахановская,1-к квартира
262.66,12.45,47.4,0.4,14,Юго-восточный,Люблино,2-к квартира
264.48,16.9,63.9,0.9,9,Юго-восточный,Кузьминки,4-к квартира
283.61,17.3,61.0,1.3,9,Западный,Аминьевская,3-к квартира
250.0,12.5,50.0,1.0,9,Юго-западный,Ясенево,3-к квартира
366.75,15.0,40.9,1.1,14,Северо-восточный,Бутырская,2-к квартира
256.7,11.5,44.8,0.9,5,Восточный,Бульвар Рокоссовского,2-к квартира
258.3,11.52,44.6,0.9,21,Юго-восточный,Волгоградский проспект,2-к апартаменты
234.38,12.0,51.2,2.9,9,Северо-восточный,Бабушкинская,3-к квартира
295.78,11.21,37.9,2.0,16,Юго-западный,Бунинская аллея,1-к квартира
231.82,10.2,44.0,2.2,12,Восточный,Новогиреево,2-к квартира
250.78,12.79,51.0,0.7,15,Новомосковский,Прокшино,2-к квартира
270.83,13.0,48.0,0.4,3,Центральный,Павелецкая,1-к апартаменты
338.6,19.3,57.0,1.3,8,Юго-западный,Университет,3-к квартира
280.0,7.0,25.0,0.9,3,Восточный,Электрозаводская,Апартаменты-студия
340.63,14.0,41.1,1.0,14,Западный,Фили,1-к квартира
312.27,20.36,65.2,0.9,15,Южный,Варшавская,3-к квартира
354.05,10.48,29.6,0.3,33,Северо-восточный,Бутырская,Квартира-студия
277.29,16.97,61.2,0.7,22,Северный,Хорошёвская,2-к апартаменты
165.15,10.9,66.0,0.6,31,Юго-восточный,Нижегородская,3-к квартира
272.19,18.89,69.4,0.4,21,Северный,Водный стадион,2-к квартира
411.0,21.29,51.8,0.9,36,Западный,Мичуринский проспект,2-к квартира
203.75,16.32,80.1,1.8,22,Новомосковский,Филатов луг,3-к квартира
235.67,11.43,48.5,1.3,33,Южный,Кантемировская,2-к квартира
232.24,11.31,48.7,1.0,22,Юго-восточный,Некрасовка,2-к квартира
